match_id,match_seq_num,radiant_win,start_time,duration,avg_mmr,num_mmr,lobby_type,game_mode,avg_rank_tier,num_rank_tier,cluster,radiant_team,dire_team,r_carry,r_disabler,r_durable,r_escape,r_initiator,r_jungler,r_nuker,r_pusher,r_support,d_carry,d_disabler,d_durable,d_escape,d_initiator,d_jungler,d_nuker,d_pusher,d_support
7406116303,6234314135,False,1698598717,694,3041.0,3.0,7,22,44,7,227,"[68, 99, 92, 119, 42]","[100, 138, 23, 53, 58]",2,4,3,1,2,0,4,1,4,3,4,2,1,2,0,4,2,2
7406115905,6234330825,False,1698598687,1477,3361.0,3.0,7,22,41,3,152,"[67, 119, 75, 64, 14]","[41, 45, 105, 36, 60]",2,4,2,2,2,0,4,1,3,3,4,3,1,2,0,4,1,0
7406115003,6234333080,True,1698598679,1579,3168.0,3.0,7,22,61,5,185,"[3, 81, 100, 42, 137]","[86, 74, 83, 48, 14]",2,5,4,0,4,0,2,1,2,2,4,2,2,2,0,4,2,2
7406114813,6234330986,False,1698598677,1441,3211.0,4.0,7,22,43,7,191,"[44, 56, 76, 110, 28]","[35, 80, 62, 104, 121]",4,3,1,4,2,0,2,1,1,3,2,2,2,1,0,4,1,1
7406114807,6234329227,False,1698598674,1444,3549.0,2.0,0,4,53,6,183,"[100, 137, 109, 25, 5]","[114, 72, 23, 81, 8]",2,4,1,0,2,0,4,1,2,5,4,2,2,3,0,2,2,1
7406114616,6234326650,False,1698598669,1298,,,7,22,51,5,185,"[88, 85, 63, 14, 42]","[80, 2, 84, 54, 136]",2,4,3,2,3,0,3,0,2,4,4,4,2,3,0,1,1,2
7406114211,6234331664,True,1698598642,1550,1982.0,1.0,7,22,61,3,273,"[138, 121, 35, 83, 104]","[128, 90, 42, 39, 71]",3,4,2,2,2,0,4,0,2,3,4,2,3,2,0,3,0,3
7406114117,6234335364,True,1698598639,1712,4396.0,2.0,7,22,63,4,274,"[30, 28, 72, 136, 36]","[97, 71, 15, 26, 41]",4,5,2,2,2,0,3,0,2,3,4,3,3,4,0,3,1,1
7406113710,6234325618,True,1698598633,1268,1732.0,1.0,7,22,51,3,154,"[63, 88, 26, 35, 11]","[93, 8, 17, 104, 16]",3,2,0,2,2,0,4,0,1,4,4,1,4,3,0,4,1,1
7406113506,6234326767,True,1698598627,1366,2814.0,2.0,7,22,52,4,181,"[75, 2, 14, 121, 6]","[22, 45, 18, 114, 104]",3,5,2,1,3,0,3,1,2,4,3,2,1,3,0,4,1,0
7406113015,6234327317,True,1698598608,1394,2678.0,2.0,7,22,45,7,185,"[44, 23, 51, 100, 9]","[14, 30, 126, 138, 96]",3,4,2,2,3,0,4,0,2,2,5,2,2,2,0,5,0,1
7406113009,6234332286,False,1698598608,1594,,,7,22,41,5,183,"[63, 74, 14, 97, 80]","[31, 114, 36, 121, 70]",3,3,2,3,2,0,3,2,0,3,4,2,2,1,0,3,0,2
7406112511,6234324724,True,1698598589,1351,,,0,4,41,4,182,"[109, 30, 85, 81, 74]","[36, 96, 5, 10, 59]",3,4,2,1,1,0,4,3,2,3,4,4,2,2,0,4,0,1
7406112412,6234334858,True,1698598583,1765,4328.0,2.0,7,22,51,6,183,"[71, 50, 84, 45, 41]","[105, 63, 76, 54, 28]",2,4,3,2,3,0,3,1,2,4,4,2,3,1,0,2,0,0
7406112208,6234330426,False,1698598569,1577,3407.0,1.0,7,22,51,4,273,"[71, 38, 30, 75, 1]","[53, 9, 45, 2, 41]",3,4,2,2,3,0,4,0,2,4,3,2,3,2,0,3,2,1
7406112206,6234331808,True,1698598568,1592,,,7,22,43,2,251,"[30, 54, 7, 40, 97]","[37, 81, 26, 34, 2]",1,5,1,2,3,0,4,1,3,3,4,2,0,4,0,2,2,2
